,gene_id,colors,gene_name,gene_type,receptor
2013,ENSG00000150893,grey,FREM2,gene with protein product,
2014,ENSG00000111229,green,ARPC3,gene with protein product,
2015,ENSG00000136371,yellow,MTHFS,gene with protein product,
2016,ENSG00000198793,grey,MTOR,gene with protein product,
2017,ENSG00000131018,grey,SYNE1,gene with protein product,
2018,ENSG00000167283,yellow,ATP5MG,gene with protein product,
2019,ENSG00000259332,yellow,ST20-MTHFS,readthrough,
2020,ENSG00000101558,green,VAPA,gene with protein product,
2021,ENSG00000038210,blue,PI4K2B,gene with protein product,
2022,ENSG00000145439,blue,CBR4,gene with protein product,
2023,ENSG00000173597,grey,SULT1B1,gene with protein product,
2024,ENSG00000180817,grey,PPA1,gene with protein product,
2025,ENSG00000186088,grey,GSAP,gene with protein product,
2026,ENSG00000260916,brown,CCPG1,gene with protein product,
2027,ENSG00000272398,grey,CD24,gene with protein product,
2028,ENSG00000149100,green,EIF3M,gene with protein product,
2029,ENSG00000083312,brown,TNPO1,gene with protein product,
2030,ENSG00000116489,blue,CAPZA1,gene with protein product,
2031,ENSG00000132763,yellow,MMACHC,gene with protein product,
2032,ENSG00000136521,green,NDUFB5,gene with protein product,
2033,ENSG00000107551,turquoise,RASSF4,gene with protein product,
2034,ENSG00000176894,grey,PXMP2,gene with protein product,
2035,ENSG00000166888,turquoise,STAT6,gene with protein product,
2036,ENSG00000157601,orange,MX1,gene with protein product,
2037,ENSG00000125826,turquoise,RBCK1,gene with protein product,
2038,ENSG00000147454,red,SLC25A37,gene with protein product,
2039,ENSG00000241343,yellow,RPL36A,gene with protein product,
2040,ENSG00000105676,grey,ARMC6,gene with protein product,
2041,ENSG00000153823,grey,PID1,gene with protein product,
2042,ENSG00000168994,grey,PXDC1,gene with protein product,
2043,ENSG00000183098,brown,GPC6,gene with protein product,
2044,ENSG00000138279,brown,ANXA7,gene with protein product,
2045,ENSG00000131236,black,CAP1,gene with protein product,
2046,ENSG00000109917,grey,ZPR1,gene with protein product,
2047,ENSG00000165168,magenta,CYBB,gene with protein product,
2048,ENSG00000125629,grey,INSIG2,gene with protein product,
2049,ENSG00000180879,darkgreen,SSR4,gene with protein product,
2050,ENSG00000286235,green,,,
2051,ENSG00000168216,brown,LMBRD1,gene with protein product,
2052,ENSG00000239857,turquoise,GET4,gene with protein product,
2053,ENSG00000066583,green,ISOC1,gene with protein product,
2054,ENSG00000112078,black,KCTD20,gene with protein product,
2055,ENSG00000197879,grey,MYO1C,gene with protein product,
2056,ENSG00000100813,turquoise,ACIN1,gene with protein product,
2057,ENSG00000172594,blue,SMPDL3A,gene with protein product,
2058,ENSG00000166913,blue,YWHAB,gene with protein product,
2059,ENSG00000120948,grey,TARDBP,gene with protein product,
2060,ENSG00000127838,grey,PNKD,gene with protein product,
2061,ENSG00000163931,grey,TKT,gene with protein product,
2062,ENSG00000108582,grey,CPD,gene with protein product,
2063,ENSG00000175309,red,PHYKPL,gene with protein product,
2064,ENSG00000205581,green,HMGN1,gene with protein product,
2065,ENSG00000162735,grey,PEX19,gene with protein product,
2066,ENSG00000165507,grey,DEPP1,gene with protein product,
2067,ENSG00000078369,black,GNB1,gene with protein product,
2068,ENSG00000080573,grey,COL5A3,gene with protein product,
2069,ENSG00000210049,turquoise,MT-TF,"RNA, transfer",
2070,ENSG00000121057,grey,AKAP1,gene with protein product,
2071,ENSG00000144746,blue,ARL6IP5,gene with protein product,
2072,ENSG00000132356,blue,PRKAA1,gene with protein product,
2073,ENSG00000215908,grey,CROCCP2,pseudogene,
2074,ENSG00000099250,magenta,NRP1,gene with protein product,
2075,ENSG00000133030,turquoise,MPRIP,gene with protein product,
2076,ENSG00000144674,grey,GOLGA4,gene with protein product,
2077,ENSG00000137210,green,TMEM14B,gene with protein product,
2078,ENSG00000089050,brown,RBBP9,gene with protein product,
2079,ENSG00000161203,grey,AP2M1,gene with protein product,
2080,ENSG00000134107,grey,BHLHE40,gene with protein product,
2081,ENSG00000175582,blue,RAB6A,gene with protein product,
2082,ENSG00000198408,grey,OGA,gene with protein product,
2083,ENSG00000103657,lightgreen,HERC1,gene with protein product,
2084,ENSG00000134109,grey,EDEM1,gene with protein product,
2085,ENSG00000049860,grey,HEXB,gene with protein product,
2086,ENSG00000273901,grey,,,
2087,ENSG00000102967,grey,DHODH,gene with protein product,
2088,ENSG00000132963,green,POMP,gene with protein product,
2089,ENSG00000139132,brown,FGD4,gene with protein product,
2090,ENSG00000143442,red,POGZ,gene with protein product,
2091,ENSG00000164172,green,MOCS2,gene with protein product,
2092,ENSG00000158169,grey,FANCC,gene with protein product,
2093,ENSG00000100234,grey,TIMP3,gene with protein product,
2094,ENSG00000087087,turquoise,SRRT,gene with protein product,
2095,ENSG00000166260,blue,COX11,gene with protein product,
2096,ENSG00000159140,grey,SON,gene with protein product,
2097,ENSG00000029364,brown,SLC39A9,gene with protein product,
2098,ENSG00000235903,black,CPB2-AS1,"RNA, long non-coding",
2099,ENSG00000092964,grey,DPYSL2,gene with protein product,
2100,ENSG00000143106,grey,PSMA5,gene with protein product,
2101,ENSG00000072110,grey,ACTN1,gene with protein product,
2102,ENSG00000129214,grey,SHBG,gene with protein product,
2103,ENSG00000172270,lightcyan,BSG,gene with protein product,
2104,ENSG00000162512,magenta,SDC3,gene with protein product,
2105,ENSG00000116191,blue,RALGPS2,gene with protein product,
2106,ENSG00000181035,grey,SLC25A42,gene with protein product,
2107,ENSG00000173660,yellow,UQCRH,gene with protein product,
2108,ENSG00000118777,grey,ABCG2,gene with protein product,
2109,ENSG00000285854,grey,,,
2110,ENSG00000109576,grey,AADAT,gene with protein product,
2111,ENSG00000102699,black,PARP4,gene with protein product,
2112,ENSG00000160213,grey,CSTB,gene with protein product,
2113,ENSG00000160953,turquoise,PWWP3A,gene with protein product,
2114,ENSG00000092439,brown,TRPM7,gene with protein product,Transient receptor potential cation channels
2115,ENSG00000168291,grey,PDHB,gene with protein product,
2116,ENSG00000125735,red,TNFSF14,gene with protein product,
2117,ENSG00000136448,grey,NMT1,gene with protein product,
2118,ENSG00000011105,greenyellow,TSPAN9,gene with protein product,
2119,ENSG00000087237,cyan,CETP,gene with protein product,
2120,ENSG00000106733,salmon,NMRK1,gene with protein product,
2121,ENSG00000256806,red,C17orf100,gene with protein product,
2122,ENSG00000255439,grey,,,
2123,ENSG00000288534,black,,,
2124,ENSG00000167671,tan,UBXN6,gene with protein product,
2125,ENSG00000065150,grey,IPO5,gene with protein product,
2126,ENSG00000162599,green,NFIA,gene with protein product,
2127,ENSG00000137033,cyan,IL33,gene with protein product,
2128,ENSG00000016391,grey,CHDH,gene with protein product,
2129,ENSG00000134962,grey,KLB,gene with protein product,
2130,ENSG00000117859,grey,OSBPL9,gene with protein product,
2131,ENSG00000129562,green,DAD1,gene with protein product,
2132,ENSG00000170266,black,GLB1,gene with protein product,
2133,ENSG00000198380,blue,GFPT1,gene with protein product,
2134,ENSG00000124198,black,ARFGEF2,gene with protein product,
2135,ENSG00000118804,grey,STBD1,gene with protein product,
2136,ENSG00000262995,yellow,,,
2137,ENSG00000101972,brown,STAG2,gene with protein product,
2138,ENSG00000084733,blue,RAB10,gene with protein product,
2139,ENSG00000121690,grey,DEPDC7,gene with protein product,
2140,ENSG00000221792,yellow,MIR1282,"RNA, micro",
2141,ENSG00000117395,turquoise,EBNA1BP2,gene with protein product,
2142,ENSG00000106628,grey,POLD2,gene with protein product,
2143,ENSG00000189241,blue,TSPYL1,gene with protein product,
2144,ENSG00000259970,red,,,
2145,ENSG00000198948,blue,MFAP3L,gene with protein product,
2146,ENSG00000204463,tan,BAG6,gene with protein product,
2147,ENSG00000141429,brown,GALNT1,gene with protein product,
2148,ENSG00000147475,brown,ERLIN2,gene with protein product,
2149,ENSG00000166575,blue,TMEM135,gene with protein product,
2150,ENSG00000129226,magenta,CD68,gene with protein product,
2151,ENSG00000168827,brown,GFM1,gene with protein product,
2152,ENSG00000109787,brown,KLF3,gene with protein product,
2153,ENSG00000259352,grey,,,
2154,ENSG00000197312,grey,DDI2,gene with protein product,
2155,ENSG00000112237,green,CCNC,gene with protein product,
2156,ENSG00000095932,grey,SMIM24,gene with protein product,
2157,ENSG00000128655,grey,PDE11A,gene with protein product,
2158,ENSG00000188612,green,SUMO2,gene with protein product,
2159,ENSG00000183978,yellow,COA3,gene with protein product,
2160,ENSG00000101182,yellow,PSMA7,gene with protein product,
2161,ENSG00000124107,grey,SLPI,gene with protein product,
2162,ENSG00000106688,grey,SLC1A1,gene with protein product,
2163,ENSG00000162511,magenta,LAPTM5,gene with protein product,
2164,ENSG00000157224,blue,CLDN12,gene with protein product,
2165,ENSG00000115091,brown,ACTR3,gene with protein product,
2166,ENSG00000175198,grey,PCCA,gene with protein product,
2167,ENSG00000180628,blue,PCGF5,gene with protein product,
2168,ENSG00000164308,grey,ERAP2,gene with protein product,
2169,ENSG00000196730,grey,DAPK1,gene with protein product,
2170,ENSG00000125551,grey,PLGLB2,gene with protein product,
2171,ENSG00000114902,green,SPCS1,gene with protein product,
2172,ENSG00000141198,black,TOM1L1,gene with protein product,
2173,ENSG00000177565,blue,TBL1XR1,gene with protein product,
2174,ENSG00000130741,grey,EIF2S3,gene with protein product,
2175,ENSG00000178980,yellow,SELENOW,gene with protein product,
2176,ENSG00000100836,red,PABPN1,gene with protein product,
2177,ENSG00000153989,blue,NUS1,gene with protein product,
2178,ENSG00000179195,brown,ZNF664,gene with protein product,
2179,ENSG00000171988,grey,JMJD1C,gene with protein product,
2180,ENSG00000008282,blue,SYPL1,gene with protein product,
2181,ENSG00000174080,grey,CTSF,gene with protein product,
2182,ENSG00000159176,grey,CSRP1,gene with protein product,
2183,ENSG00000172478,grey,MAB21L4,gene with protein product,
2184,ENSG00000272414,grey,FAM47E-STBD1,readthrough,
2185,ENSG00000174827,grey,PDZK1,gene with protein product,
2186,ENSG00000174695,blue,TMEM167A,gene with protein product,
2187,ENSG00000119383,grey,PTPA,gene with protein product,
2188,ENSG00000134324,grey,LPIN1,gene with protein product,
2189,ENSG00000144711,grey,IQSEC1,gene with protein product,
2190,ENSG00000114127,brown,XRN1,gene with protein product,
2191,ENSG00000111269,blue,CREBL2,gene with protein product,
2192,ENSG00000136930,yellow,PSMB7,gene with protein product,
2193,ENSG00000110422,blue,HIPK3,gene with protein product,
2194,ENSG00000103018,darkred,CYB5B,gene with protein product,
2195,ENSG00000117616,red,RSRP1,gene with protein product,
2196,ENSG00000136720,grey60,HS6ST1,gene with protein product,
2197,ENSG00000170027,brown,YWHAG,gene with protein product,
2198,ENSG00000090487,grey,SPG21,gene with protein product,
2199,ENSG00000198431,black,TXNRD1,gene with protein product,
2200,ENSG00000147677,yellow,EIF3H,gene with protein product,
2201,ENSG00000113384,blue,GOLPH3,gene with protein product,
2202,ENSG00000196924,grey,FLNA,gene with protein product,
2203,ENSG00000080493,grey,SLC4A4,gene with protein product,
2204,ENSG00000139531,grey,SUOX,gene with protein product,
2205,ENSG00000156869,grey,FRRS1,gene with protein product,
2206,ENSG00000073350,turquoise,LLGL2,gene with protein product,
2207,ENSG00000231925,grey,TAPBP,gene with protein product,
2208,ENSG00000079332,grey,SAR1A,gene with protein product,
2209,ENSG00000164292,grey,RHOBTB3,gene with protein product,
2210,ENSG00000122565,green,CBX3,gene with protein product,
2211,ENSG00000117298,grey,ECE1,gene with protein product,
2212,ENSG00000106546,grey,AHR,gene with protein product,
2213,ENSG00000180185,grey,FAHD1,gene with protein product,
2214,ENSG00000158571,turquoise,PFKFB1,gene with protein product,
2215,ENSG00000167969,tan,ECI1,gene with protein product,
2216,ENSG00000111266,black,DUSP16,gene with protein product,
2217,ENSG00000117114,brown,ADGRL2,gene with protein product,"Adhesion G protein-coupled receptors, subfamily L"
2218,ENSG00000049449,green,RCN1,gene with protein product,
2219,ENSG00000105887,brown,MTPN,gene with protein product,
2220,ENSG00000086696,grey,HSD17B2,gene with protein product,
2221,ENSG00000137801,grey,THBS1,gene with protein product,
2222,ENSG00000105856,magenta,HBP1,gene with protein product,
2223,ENSG00000281344,grey,HELLPAR,"RNA, long non-coding",
2224,ENSG00000132780,red,NASP,gene with protein product,
2225,ENSG00000136021,brown,SCYL2,gene with protein product,
2226,ENSG00000249319,grey,,,
2227,ENSG00000127951,cyan,FGL2,gene with protein product,
2228,ENSG00000109111,pink,SUPT6H,gene with protein product,
2229,ENSG00000111530,brown,CAND1,gene with protein product,
2230,ENSG00000179818,yellow,PCBP1-AS1,"RNA, long non-coding",
2231,ENSG00000133731,green,IMPA1,gene with protein product,
2232,ENSG00000100867,grey,DHRS2,gene with protein product,
2233,ENSG00000131002,grey,TXLNGY,pseudogene,
2234,ENSG00000108821,royalblue,COL1A1,gene with protein product,
2235,ENSG00000196465,grey,MYL6B,gene with protein product,
2236,ENSG00000152270,brown,PDE3B,gene with protein product,
2237,ENSG00000029363,brown,BCLAF1,gene with protein product,
2238,ENSG00000279605,purple,,,
2239,ENSG00000090273,grey,NUDC,gene with protein product,
2240,ENSG00000137714,green,FDX1,gene with protein product,
2241,ENSG00000140391,grey,TSPAN3,gene with protein product,
2242,ENSG00000143543,yellow,JTB,gene with protein product,
2243,ENSG00000117362,grey,APH1A,gene with protein product,
2244,ENSG00000100220,grey,RTCB,gene with protein product,
2245,ENSG00000068745,turquoise,IP6K2,gene with protein product,
2246,ENSG00000168385,grey,SEPTIN2,gene with protein product,
2247,ENSG00000143924,brown,EML4,gene with protein product,
2248,ENSG00000257529,yellow,RPL36A-HNRNPH2,readthrough,
2249,ENSG00000121039,green,RDH10,gene with protein product,
2250,ENSG00000285629,yellow,,,
2251,ENSG00000115504,brown,EHBP1,gene with protein product,
2252,ENSG00000180155,grey,LYNX1,gene with protein product,
2253,ENSG00000111684,grey,LPCAT3,gene with protein product,
2254,ENSG00000149932,yellow,TMEM219,gene with protein product,
2255,ENSG00000031698,grey,SARS1,gene with protein product,
2256,ENSG00000115363,grey,EVA1A,gene with protein product,
2257,ENSG00000069869,grey,NEDD4,gene with protein product,
2258,ENSG00000152804,grey,HHEX,gene with protein product,
2259,ENSG00000108387,grey,SEPTIN4,gene with protein product,
2260,ENSG00000063241,tan,ISOC2,gene with protein product,
2261,ENSG00000188243,green,COMMD6,gene with protein product,
2262,ENSG00000216775,grey,,,
2263,ENSG00000171298,pink,GAA,gene with protein product,
2264,ENSG00000004779,yellow,NDUFAB1,gene with protein product,
2265,ENSG00000135679,grey,MDM2,gene with protein product,
2266,ENSG00000169727,turquoise,GPS1,gene with protein product,
2267,ENSG00000242612,purple,DECR2,gene with protein product,
2268,ENSG00000101782,brown,RIOK3,gene with protein product,
2269,ENSG00000117410,yellow,ATP6V0B,gene with protein product,
2270,ENSG00000159618,grey60,ADGRG5,gene with protein product,"Adhesion G protein-coupled receptors, subfamily G"
2271,ENSG00000178741,yellow,COX5A,gene with protein product,
2272,ENSG00000178252,turquoise,WDR6,gene with protein product,
2273,ENSG00000185189,turquoise,NRBP2,gene with protein product,
2274,ENSG00000178685,turquoise,PARP10,gene with protein product,
2275,ENSG00000090863,black,GLG1,gene with protein product,
2276,ENSG00000128989,brown,ARPP19,gene with protein product,
2277,ENSG00000128016,midnightblue,ZFP36,gene with protein product,
2278,ENSG00000111816,brown,FRK,gene with protein product,
2279,ENSG00000184374,brown,COLEC10,gene with protein product,
2280,ENSG00000060237,black,WNK1,gene with protein product,
2281,ENSG00000132274,grey,TRIM22,gene with protein product,
2282,ENSG00000106624,royalblue,AEBP1,gene with protein product,
2283,ENSG00000275688,cyan,CCL15-CCL14,readthrough,
2284,ENSG00000183281,grey,PLGLB1,gene with protein product,
2285,ENSG00000143624,turquoise,INTS3,gene with protein product,
2286,ENSG00000102038,brown,SMARCA1,gene with protein product,
2287,ENSG00000258017,grey,TUBA1B-AS1,"RNA, long non-coding",
2288,ENSG00000058673,red,ZC3H11A,gene with protein product,
2289,ENSG00000086062,grey,B4GALT1,gene with protein product,
2290,ENSG00000173692,grey,PSMD1,gene with protein product,
2291,ENSG00000086666,blue,ZFAND6,gene with protein product,
2292,ENSG00000257315,red,ZBED6,gene with protein product,
