,colors,gene_id,gene_name,gene_type,receptor
1546,purple,ENSG00000256162,SMLR1,gene with protein product,
1547,turquoise,ENSG00000185043,CIB1,gene with protein product,
1548,grey,ENSG00000171105,INSR,gene with protein product,
1549,salmon,ENSG00000259352,,,
1550,turquoise,ENSG00000251165,F11-AS1,"RNA, long non-coding",
1551,turquoise,ENSG00000258728,,,
1552,grey,ENSG00000173166,RAPH1,gene with protein product,
1553,turquoise,ENSG00000156222,SLC28A1,gene with protein product,
1554,yellow,ENSG00000074416,MGLL,gene with protein product,
1555,blue,ENSG00000139641,ESYT1,gene with protein product,
1556,red,ENSG00000170385,SLC30A1,gene with protein product,
1557,turquoise,ENSG00000197114,ZGPAT,gene with protein product,
1558,black,ENSG00000089280,FUS,gene with protein product,
1559,blue,ENSG00000064115,TM7SF3,gene with protein product,
1560,turquoise,ENSG00000007392,LUC7L,gene with protein product,
1561,turquoise,ENSG00000166888,STAT6,gene with protein product,
1562,grey,ENSG00000136305,CIDEB,gene with protein product,
1563,turquoise,ENSG00000277196,,,
1564,blue,ENSG00000127914,AKAP9,gene with protein product,
1565,green,ENSG00000118816,CCNI,gene with protein product,
1566,salmon,ENSG00000152795,HNRNPDL,gene with protein product,
1567,turquoise,ENSG00000237037,NDUFA6-DT,"RNA, long non-coding",
1568,grey,ENSG00000151552,QDPR,gene with protein product,
1569,green,ENSG00000124214,STAU1,gene with protein product,
1570,blue,ENSG00000168906,MAT2A,gene with protein product,
1571,grey,ENSG00000006756,ARSD,gene with protein product,
1572,green,ENSG00000141179,PCTP,gene with protein product,
1573,grey,ENSG00000119673,ACOT2,gene with protein product,
1574,black,ENSG00000132199,ENOSF1,gene with protein product,
1575,saddlebrown,ENSG00000211679,IGLC3,immunoglobulin gene,
1576,turquoise,ENSG00000168528,SERINC2,gene with protein product,
1577,darkred,ENSG00000157106,SMG1,gene with protein product,
1578,black,ENSG00000137509,PRCP,gene with protein product,
1579,grey,ENSG00000143653,SCCPDH,gene with protein product,
1580,royalblue,ENSG00000196205,EEF1A1P5,pseudogene,
1581,black,ENSG00000137710,RDX,gene with protein product,
1582,blue,ENSG00000171903,CYP4F11,gene with protein product,
1583,turquoise,ENSG00000129946,SHC2,gene with protein product,
1584,grey,ENSG00000004142,POLDIP2,gene with protein product,
1585,grey,ENSG00000110090,CPT1A,gene with protein product,
1586,grey,ENSG00000167165,UGT1A6,complex locus constituent,
1587,cyan,ENSG00000144579,CTDSP1,gene with protein product,
1588,brown,ENSG00000126218,F10,gene with protein product,
1589,turquoise,ENSG00000167671,UBXN6,gene with protein product,
1590,grey,ENSG00000160221,GATD3,gene with protein product,
1591,lightcyan,ENSG00000154265,ABCA5,gene with protein product,
1592,turquoise,ENSG00000173992,CCS,gene with protein product,
1593,yellow,ENSG00000103811,CTSH,gene with protein product,
1594,grey60,ENSG00000164346,NSA2,gene with protein product,
1595,pink,ENSG00000116717,GADD45A,gene with protein product,
1596,brown,ENSG00000100242,SUN2,gene with protein product,
1597,green,ENSG00000112308,C6orf62,gene with protein product,
1598,grey,ENSG00000068366,ACSL4,gene with protein product,
1599,paleturquoise,ENSG00000101439,CST3,gene with protein product,
1600,yellow,ENSG00000188229,TUBB4B,gene with protein product,
1601,grey,ENSG00000233927,RPS28,gene with protein product,
1602,grey,ENSG00000276019,,,
1603,turquoise,ENSG00000113558,SKP1,gene with protein product,
1604,pink,ENSG00000147684,NDUFB9,gene with protein product,
1605,grey,ENSG00000165507,DEPP1,gene with protein product,
1606,grey,ENSG00000166562,SEC11C,gene with protein product,
1607,grey,ENSG00000162896,PIGR,gene with protein product,
1608,turquoise,ENSG00000144224,UBXN4,gene with protein product,
1609,blue,ENSG00000135677,GNS,gene with protein product,
1610,black,ENSG00000106682,EIF4H,gene with protein product,
1611,brown,ENSG00000136371,MTHFS,gene with protein product,
1612,grey,ENSG00000163825,RTP3,gene with protein product,
1613,salmon,ENSG00000133027,PEMT,gene with protein product,
1614,brown,ENSG00000015520,NPC1L1,gene with protein product,
1615,turquoise,ENSG00000010322,NISCH,gene with protein product,
1616,brown,ENSG00000259332,ST20-MTHFS,readthrough,
1617,darkmagenta,ENSG00000067048,DDX3Y,gene with protein product,
1618,cyan,ENSG00000175756,AURKAIP1,gene with protein product,
1619,blue,ENSG00000085563,ABCB1,gene with protein product,
1620,grey60,ENSG00000118515,SGK1,gene with protein product,
1621,red,ENSG00000169504,CLIC4,gene with protein product,
1622,brown,ENSG00000146039,SLC17A4,gene with protein product,
1623,cyan,ENSG00000198736,MSRB1,gene with protein product,
1624,brown,ENSG00000111843,TMEM14C,gene with protein product,
1625,turquoise,ENSG00000063245,EPN1,gene with protein product,
1626,grey,ENSG00000148396,SEC16A,gene with protein product,
1627,tan,ENSG00000163959,SLC51A,gene with protein product,
1628,turquoise,ENSG00000103197,TSC2,gene with protein product,
1629,darkturquoise,ENSG00000111249,CUX2,gene with protein product,
1630,grey,ENSG00000197580,BCO2,gene with protein product,
1631,white,ENSG00000173334,TRIB1,gene with protein product,
1632,yellow,ENSG00000177830,CHID1,gene with protein product,
1633,grey,ENSG00000179914,ITLN1,gene with protein product,
1634,brown,ENSG00000241343,RPL36A,gene with protein product,
1635,green,ENSG00000116459,ATP5PB,gene with protein product,
1636,turquoise,ENSG00000025434,NR1H3,gene with protein product,Nuclear receptor subfamily 1 group H
1637,brown,ENSG00000182512,GLRX5,gene with protein product,
1638,salmon,ENSG00000273901,,,
1639,brown,ENSG00000169032,MAP2K1,gene with protein product,
1640,salmon,ENSG00000114353,GNAI2,gene with protein product,
1641,brown,ENSG00000137210,TMEM14B,gene with protein product,
1642,darkgreen,ENSG00000115468,EFHD1,gene with protein product,
1643,grey,ENSG00000165949,IFI27,gene with protein product,
1644,turquoise,ENSG00000167543,TP53I13,gene with protein product,
1645,yellow,ENSG00000196557,CACNA1H,gene with protein product,
1646,paleturquoise,ENSG00000171988,JMJD1C,gene with protein product,
1647,green,ENSG00000153187,HNRNPU,gene with protein product,
1648,yellow,ENSG00000139318,DUSP6,gene with protein product,
1649,pink,ENSG00000168994,PXDC1,gene with protein product,
1650,grey,ENSG00000240935,PLGLA,pseudogene,
1651,grey,ENSG00000151892,GFRA1,gene with protein product,
1652,black,ENSG00000114857,NKTR,gene with protein product,
1653,brown,ENSG00000198911,SREBF2,gene with protein product,
1654,turquoise,ENSG00000116560,SFPQ,gene with protein product,
1655,turquoise,ENSG00000160953,PWWP3A,gene with protein product,
1656,purple,ENSG00000116001,TIA1,gene with protein product,
1657,turquoise,ENSG00000142102,PGGHG,gene with protein product,
1658,green,ENSG00000137364,TPMT,gene with protein product,
1659,turquoise,ENSG00000103202,NME4,gene with protein product,
1660,lightyellow,ENSG00000196187,TMEM63A,gene with protein product,
1661,grey,ENSG00000178104,PDE4DIP,gene with protein product,
1662,blue,ENSG00000196419,XRCC6,gene with protein product,
1663,blue,ENSG00000134910,STT3A,gene with protein product,
1664,green,ENSG00000138069,RAB1A,gene with protein product,
1665,yellow,ENSG00000112759,SLC29A1,gene with protein product,
1666,tan,ENSG00000083857,FAT1,gene with protein product,
1667,grey,ENSG00000268083,,,
1668,grey,ENSG00000210100,MT-TI,"RNA, transfer",
1669,darkgrey,ENSG00000086758,HUWE1,gene with protein product,
1670,turquoise,ENSG00000213930,GALT,gene with protein product,
1671,magenta,ENSG00000276409,CCL14,gene with protein product,
1672,yellow,ENSG00000158828,PINK1,gene with protein product,
1673,turquoise,ENSG00000100813,ACIN1,gene with protein product,
1674,grey,ENSG00000164904,ALDH7A1,gene with protein product,
1675,royalblue,ENSG00000122862,SRGN,gene with protein product,
1676,pink,ENSG00000130770,ATP5IF1,gene with protein product,
1677,green,ENSG00000149084,HSD17B12,gene with protein product,
1678,brown,ENSG00000178980,SELENOW,gene with protein product,
1679,red,ENSG00000247556,OIP5-AS1,"RNA, long non-coding",
1680,darkred,ENSG00000138792,ENPEP,gene with protein product,
1681,yellow,ENSG00000112473,SLC39A7,gene with protein product,
1682,red,ENSG00000169813,HNRNPF,gene with protein product,
1683,tan,ENSG00000158710,TAGLN2,gene with protein product,
1684,brown,ENSG00000150459,SAP18,gene with protein product,
1685,greenyellow,ENSG00000203747,FCGR3A,gene with protein product,
1686,red,ENSG00000145545,SRD5A1,gene with protein product,
1687,red,ENSG00000073921,PICALM,gene with protein product,
1688,grey,ENSG00000111058,ACSS3,gene with protein product,
1689,yellow,ENSG00000125551,PLGLB2,gene with protein product,
1690,yellow,ENSG00000197157,SND1,gene with protein product,
1691,brown,ENSG00000111229,ARPC3,gene with protein product,
1692,red,ENSG00000138095,LRPPRC,gene with protein product,
1693,blue,ENSG00000189060,H1-0,gene with protein product,
1694,pink,ENSG00000177556,ATOX1,gene with protein product,
1695,lightcyan,ENSG00000147576,ADHFE1,gene with protein product,
1696,red,ENSG00000179295,PTPN11,gene with protein product,
1697,turquoise,ENSG00000156110,ADK,gene with protein product,
1698,grey,ENSG00000067560,RHOA,gene with protein product,
1699,magenta,ENSG00000087237,CETP,gene with protein product,
1700,midnightblue,ENSG00000135926,TMBIM1,gene with protein product,
1701,red,ENSG00000135387,CAPRIN1,gene with protein product,
1702,blue,ENSG00000142166,IFNAR1,gene with protein product,Interferon receptors
1703,midnightblue,ENSG00000122376,SHLD2,gene with protein product,
1704,pink,ENSG00000049449,RCN1,gene with protein product,
1705,grey,ENSG00000102265,TIMP1,gene with protein product,
1706,grey,ENSG00000169083,AR,gene with protein product,Nuclear receptor subfamily 3 group C
1707,grey,ENSG00000163479,SSR2,gene with protein product,
1708,greenyellow,ENSG00000173372,C1QA,gene with protein product,
1709,brown,ENSG00000151366,NDUFC2,gene with protein product,
1710,grey,ENSG00000131620,ANO1,gene with protein product,
1711,green,ENSG00000170144,HNRNPA3,gene with protein product,
1712,tan,ENSG00000138755,CXCL9,gene with protein product,
1713,purple,ENSG00000133731,IMPA1,gene with protein product,
1714,brown,ENSG00000164172,MOCS2,gene with protein product,
1715,grey,ENSG00000132424,PNISR,gene with protein product,
1716,turquoise,ENSG00000073712,FERMT2,gene with protein product,
1717,turquoise,ENSG00000242612,DECR2,gene with protein product,
1718,turquoise,ENSG00000186205,MTARC1,gene with protein product,
1719,purple,ENSG00000160014,CALM3,gene with protein product,
1720,brown,ENSG00000187109,NAP1L1,gene with protein product,
1721,turquoise,ENSG00000152601,MBNL1,gene with protein product,
1722,green,ENSG00000198380,GFPT1,gene with protein product,
1723,greenyellow,ENSG00000136011,STAB2,gene with protein product,Scavenger receptors
1724,turquoise,ENSG00000157873,TNFRSF14,gene with protein product,
1725,turquoise,ENSG00000153113,CAST,gene with protein product,
1726,blue,ENSG00000049246,PER3,gene with protein product,
1727,grey,ENSG00000146648,EGFR,gene with protein product,Erb-b2 receptor tyrosine kinases
1728,grey,ENSG00000138674,SEC31A,gene with protein product,
1729,turquoise,ENSG00000279605,,,
1730,green,ENSG00000183291,SELENOF,gene with protein product,
1731,magenta,ENSG00000275688,CCL15-CCL14,readthrough,
1732,turquoise,ENSG00000109062,NHERF1,gene with protein product,
1733,purple,ENSG00000101670,LIPG,gene with protein product,
1734,turquoise,ENSG00000087365,SF3B2,gene with protein product,
1735,red,ENSG00000107897,ACBD5,gene with protein product,
1736,red,ENSG00000114850,SSR3,gene with protein product,
1737,yellow,ENSG00000105223,PLD3,gene with protein product,
1738,tan,ENSG00000140416,TPM1,gene with protein product,
1739,grey,ENSG00000144481,TRPM8,gene with protein product,Transient receptor potential cation channels
1740,turquoise,ENSG00000146233,CYP39A1,gene with protein product,
1741,darkgreen,ENSG00000234741,GAS5,"RNA, long non-coding",
1742,grey,ENSG00000100867,DHRS2,gene with protein product,
1743,red,ENSG00000150961,SEC24D,gene with protein product,
1744,grey,ENSG00000113269,RNF130,gene with protein product,
1745,brown,ENSG00000165959,CLMN,gene with protein product,
1746,black,ENSG00000256806,C17orf100,gene with protein product,
1747,turquoise,ENSG00000125637,PSD4,gene with protein product,
1748,grey,ENSG00000281344,HELLPAR,"RNA, long non-coding",
1749,purple,ENSG00000145495,MARCHF6,gene with protein product,
1750,yellow,ENSG00000166819,PLIN1,gene with protein product,
1751,turquoise,ENSG00000073350,LLGL2,gene with protein product,
1752,salmon,ENSG00000100403,ZC3H7B,gene with protein product,
1753,brown,ENSG00000112304,ACOT13,gene with protein product,
1754,brown,ENSG00000257529,RPL36A-HNRNPH2,readthrough,
1755,blue,ENSG00000272540,,,
1756,turquoise,ENSG00000063241,ISOC2,gene with protein product,
1757,brown,ENSG00000256646,,,
1758,turquoise,ENSG00000160113,NR2F6,gene with protein product,Nuclear receptor subfamily 2 group F
1759,turquoise,ENSG00000114993,RTKN,gene with protein product,
1760,blue,ENSG00000136758,YME1L1,gene with protein product,
1761,red,ENSG00000145907,G3BP1,gene with protein product,
1762,yellow,ENSG00000118418,HMGN3,gene with protein product,
1763,midnightblue,ENSG00000002834,LASP1,gene with protein product,
1764,grey,ENSG00000143248,RGS5,gene with protein product,
1765,skyblue3,ENSG00000105607,GCDH,gene with protein product,
1766,turquoise,ENSG00000060566,CREB3L3,gene with protein product,
1767,pink,ENSG00000143543,JTB,gene with protein product,
1768,brown,ENSG00000125356,NDUFA1,gene with protein product,
1769,turquoise,ENSG00000121671,CRY2,gene with protein product,
1770,darkmagenta,ENSG00000157184,CPT2,gene with protein product,
1771,brown,ENSG00000233913,RPL10P9,pseudogene,
1772,orange,ENSG00000133935,ERG28,gene with protein product,
1773,skyblue,ENSG00000196739,COL27A1,gene with protein product,
1774,tan,ENSG00000139329,LUM,gene with protein product,
1775,blue,ENSG00000106034,CPED1,gene with protein product,
1776,darkgrey,ENSG00000088986,DYNLL1,gene with protein product,
1777,cyan,ENSG00000164307,ERAP1,gene with protein product,
1778,grey,ENSG00000164626,KCNK5,gene with protein product,
1779,white,ENSG00000177606,JUN,gene with protein product,
1780,turquoise,ENSG00000196730,DAPK1,gene with protein product,
1781,salmon,ENSG00000173402,DAG1,gene with protein product,
1782,yellowgreen,ENSG00000286001,,,
1783,turquoise,ENSG00000143850,PLEKHA6,gene with protein product,
1784,turquoise,ENSG00000187867,PALM3,gene with protein product,
1785,turquoise,ENSG00000118564,FBXL5,gene with protein product,
1786,blue,ENSG00000120907,ADRA1A,gene with protein product,
1787,blue,ENSG00000280390,,,
1788,yellow,ENSG00000185000,DGAT1,gene with protein product,
1789,darkorange,ENSG00000124762,CDKN1A,gene with protein product,
1790,blue,ENSG00000124486,USP9X,gene with protein product,
1791,red,ENSG00000112697,TMEM30A,gene with protein product,
1792,lightcyan,ENSG00000147454,SLC25A37,gene with protein product,
1793,cyan,ENSG00000111713,GYS2,gene with protein product,
1794,yellow,ENSG00000174080,CTSF,gene with protein product,
1795,red,ENSG00000025796,SEC63,gene with protein product,
1796,turquoise,ENSG00000198796,ALPK2,gene with protein product,
1797,brown,ENSG00000106588,PSMA2,gene with protein product,
1798,turquoise,ENSG00000176444,CLK2,gene with protein product,
1799,green,ENSG00000168288,MMADHC,gene with protein product,
1800,grey,ENSG00000197594,ENPP1,gene with protein product,
1801,turquoise,ENSG00000128602,SMO,gene with protein product,"G protein-coupled receptors, Class F frizzled"
1802,blue,ENSG00000108588,CCDC47,gene with protein product,
1803,grey,ENSG00000183255,PTTG1IP,gene with protein product,
1804,darkturquoise,ENSG00000131844,MCCC2,gene with protein product,
1805,grey60,ENSG00000117118,SDHB,gene with protein product,
1806,turquoise,ENSG00000168066,SF1,gene with protein product,
1807,darkturquoise,ENSG00000164466,SFXN1,gene with protein product,
1808,brown,ENSG00000113387,SUB1,gene with protein product,
1809,darkred,ENSG00000174738,NR1D2,gene with protein product,Nuclear receptor subfamily 1 group D
1810,blue,ENSG00000104853,CLPTM1,gene with protein product,
1811,grey,ENSG00000113492,AGXT2,gene with protein product,
1812,grey,ENSG00000162298,SYVN1,gene with protein product,
1813,turquoise,ENSG00000164896,FASTK,gene with protein product,
1814,salmon,ENSG00000011105,TSPAN9,gene with protein product,
1815,grey,ENSG00000112977,DAP,gene with protein product,
1816,turquoise,ENSG00000143624,INTS3,gene with protein product,
